name,srid,active,hof,positions,start,end,letter
Bob Tucker,TuckBo00,FALSE,FALSE,TE,1970,1980,T
Erroll Tucker,TuckEr20,FALSE,FALSE,DB,1988,1989,T
Gary Tucker,TuckGa00,FALSE,FALSE,RB,1968,1968,T
Jason Tucker,TuckJa00,FALSE,FALSE,WR,1999,2000,T
Justin Tucker,TuckJu00,TRUE,FALSE,K,2012,2017,T
Jyles Tucker,TuckJy99,FALSE,FALSE,LB,2007,2010,T
Mark Tucker,TuckMa20,FALSE,FALSE,G,1994,1994,T
Matthew Tucker,TuckMa00,FALSE,FALSE,RB,2013,2014,T
Rex Tucker,TuckRe20,FALSE,FALSE,G,1999,2006,T
Ross Tucker,TuckRo20,FALSE,FALSE,G,2001,2005,T
Ryan Tucker,TuckRy20,FALSE,FALSE,T,1997,2008,T
Torrin Tucker,TuckTo20,FALSE,FALSE,T-G,2003,2005,T
Travis Tucker,TuckTr20,FALSE,FALSE,TE,1985,1987,T
Verran Tucker,TuckVe00,FALSE,FALSE,WR,2010,2010,T
Wendell Tucker,TuckWe00,FALSE,FALSE,WR-FL,1967,1970,T
Phil Tuckett,TuckPh20,FALSE,FALSE,WR,1968,1968,T
Dick Tuckey,TuckDi20,FALSE,FALSE,TB,1938,1938,T
Jeff Tuel,TuelJe00,FALSE,FALSE,QB,2013,2014,T
Max Tuerk,TuerMa00,TRUE,FALSE,C,2017,2017,T
Sean Tufts,TuftSe20,FALSE,FALSE,LB,2004,2005,T
Anthony Tuggle,TuggAn20,FALSE,FALSE,DB,1985,1987,T
Jessie Tuggle,TuggJe00,FALSE,FALSE,LB,1987,2000,T
John Tuggle,TuggJo20,FALSE,FALSE,RB,1983,1983,T
Justin Tuggle,TuggJu00,FALSE,FALSE,LB,2013,2015,T
Manu Tuiasosopo,TuiaMa20,FALSE,FALSE,DT-NT-DE,1979,1986,T
Marques Tuiasosopo,TuiaMa00,FALSE,FALSE,QB,2001,2008,T
Navy Tuiasosopo,TuiaNa20,FALSE,FALSE,C,1987,1987,T
Suaesi Tuimaunei,TuimSu00,FALSE,FALSE,S,2012,2012,T
Mark Tuinei,TuinMa00,FALSE,FALSE,T-C-DT,1983,1997,T
Tom Tuinei,TuinTo20,FALSE,FALSE,DT,1980,1980,T
Van Tuinei,TuinVa20,FALSE,FALSE,DE,1997,2000,T
Joe Tuipala,TuipJo20,FALSE,FALSE,LB,2001,2002,T
Peter Tuipulotu,TuipPe20,FALSE,FALSE,RB,1992,1992,T
Maugaula Tuitele,TuitMa20,FALSE,FALSE,LB,2000,2004,T
Stephon Tuitt,TuitSt00,TRUE,FALSE,DT,2014,2017,T
Will Tukuafu,TukuWi00,FALSE,FALSE,DT,2011,2016,T
Walter Tullis,TullWa00,FALSE,FALSE,WR,1978,1979,T
Willie Tullis,TullWi20,FALSE,FALSE,DB,1981,1988,T
Stephen Tulloch,TullSt20,FALSE,FALSE,LB,2006,2016,T
Darrell Tully,TullDa20,FALSE,FALSE,TB-DB,1939,1939,T
George Tully,TullGe20,FALSE,FALSE,E,1927,1927,T
Jerame Tuman,TumaJe00,FALSE,FALSE,TE,1999,2008,T
Tom Tumulty,TumuTo20,FALSE,FALSE,LB,1996,1998,T
Emlen Tunnell,TunnEm00,FALSE,TRUE,DB,1948,1961,T
Laremy Tunsil,TunsLa00,TRUE,FALSE,OT,2016,2017,T
Tom Tupa,TupaTo20,FALSE,FALSE,QB-P,1988,2004,T
Christian Tupou,TupoCh00,FALSE,FALSE,DT,2013,2014,T
Josh Tupou,TupoJo00,TRUE,FALSE,DT,2017,2017,T
Tani Tupou,TupoTa01,TRUE,FALSE,DT,2016,2017,T
Jeff Tupper,TuppJe20,FALSE,FALSE,DE,1986,1987,T
Frank Turbert,TurbFr20,FALSE,FALSE,HB,1944,1944,T
Robert Turbin,TurbRo00,TRUE,FALSE,RB,2012,2017,T
Woodny Turenne,TureWo20,FALSE,FALSE,DB,2009,2009,T
Dan Turk,TurkDa20,FALSE,FALSE,C-G,1985,1999,T
Godwin Turk,TurkGo20,FALSE,FALSE,LB,1975,1978,T
Matt Turk,TurkMa20,FALSE,FALSE,P,1995,2011,T
Doug Turley,TurlDo20,FALSE,FALSE,E-DE,1944,1948,T
John Turley,TurlJo20,FALSE,FALSE,BB,1935,1936,T
Kyle Turley,TurlKy20,FALSE,FALSE,T-G,1998,2007,T
Guy Turnbow,TurnGu20,FALSE,FALSE,T-E-DB,1933,1934,T
Jesse Turnbow,TurnJe20,FALSE,FALSE,DT,1978,1978,T
Nick Turnbull,TurnNi20,FALSE,FALSE,DB,2006,2006,T
Renaldo Turnbull,TurnRe00,FALSE,FALSE,DE-LB,1990,1997,T
Bake Turner,TurnBa00,FALSE,FALSE,WR-SE,1962,1970,T
Barry Turner,TurnBa01,FALSE,FALSE,DT,2010,2010,T
Bill Turner,TurnBi20,FALSE,FALSE,G,1987,1987,T
Billy Turner,TurnBi00,TRUE,FALSE,OT,2014,2017,T
Buff Turner,TurnBu20,FALSE,FALSE,T-G,1921,1921,T
Bulldog Turner,TurnBu21,FALSE,TRUE,C-T-LB-G,1940,1952,T
Calvin Turner,TurnCa20,FALSE,FALSE,DE,1987,1987,T
Cecil Turner,TurnCe00,FALSE,FALSE,FL-WR,1968,1973,T
Clem Turner,TurnCl00,FALSE,FALSE,RB,1969,1972,T
Daryl Turner,TurnDa00,FALSE,FALSE,WR,1984,1987,T
Deacon Turner,TurnDe00,FALSE,FALSE,RB,1978,1980,T
Dion Turner,TurnDi00,FALSE,FALSE,CB,2012,2012,T
Dwaine Turner,TurnDw20,FALSE,FALSE,NT,1987,1987,T
Eric Turner,TurnEr00,FALSE,FALSE,DB,1991,1999,T
Floyd Turner,TurnFl00,FALSE,FALSE,WR,1989,1998,T
Hal Turner,TurnHa20,FALSE,FALSE,DE,1954,1954,T
Herschel Turner,TurnHe20,FALSE,FALSE,T-G,1964,1965,T
J.T. Turner,TurnJ.20,FALSE,FALSE,G,1977,1984,T
Jay Turner,TurnJa20,FALSE,FALSE,BB-LB,1938,1939,T
Jim Turner,TurnJi20,FALSE,FALSE,WB,1923,1923,T
Jim Turner,TurnJi21,FALSE,FALSE,C,1937,1937,T
Jim Turner,TurnJi22,FALSE,FALSE,K,1964,1979,T
Jimmie Turner,TurnJi23,FALSE,FALSE,LB,1984,1984,T
Jimmy Turner,TurnJi24,FALSE,FALSE,DB,1983,1987,T
John Turner,TurnJo20,FALSE,FALSE,DB,1978,1987,T
Keena Turner,TurnKe01,FALSE,FALSE,LB,1980,1990,T
Kevin Turner,TurnKe20,FALSE,FALSE,LB,1980,1982,T
Kevin Turner,TurnKe00,FALSE,FALSE,FB,1992,1999,T
Landon Turner,TurnLa00,FALSE,FALSE,OG,2016,2016,T
Larry Turner,TurnLa20,FALSE,FALSE,C,2004,2006,T
Marcus Turner,TurnMa20,FALSE,FALSE,DB,1989,1995,T
Maurice Turner,TurnMa21,FALSE,FALSE,RB,1984,1987,T
Michael Turner,TurnMi00,FALSE,FALSE,RB,2004,2012,T
Mike Turner,TurnMi20,FALSE,FALSE,G,1987,1987,T
Nate Turner,TurnNa00,FALSE,FALSE,TE,1993,1995,T
Nate Turner,TurnNa20,FALSE,FALSE,WR,2001,2001,T
Odessa Turner,TurnOd00,FALSE,FALSE,WR,1987,1993,T
Patrick Turner,TurnPa00,FALSE,FALSE,WR,2009,2012,T
Paul Turner,TurnPa01,TRUE,FALSE,WR,2016,2016,T
Richard Turner,TurnRi20,FALSE,FALSE,NT,1981,1983,T
Ricky Turner,TurnRi21,FALSE,FALSE,QB,1988,1988,T
Robert Turner,TurnRo20,FALSE,FALSE,RB,1978,1978,T
Robert Turner,TurnRo22,FALSE,FALSE,G-T,2007,2013,T
Rocky Turner,TurnRo21,FALSE,FALSE,DB-WR,1972,1973,T
Sam Turner,TurnSa20,FALSE,FALSE,G,1921,1921,T
Scott Turner,TurnSc20,FALSE,FALSE,DB,1995,2003,T
T.J. Turner,TurnT.20,FALSE,FALSE,DE-NT,1986,1992,T
T.J. Turner,TurnT.21,FALSE,FALSE,LB,2001,2001,T
Tiny Turner,TurnTi20,FALSE,FALSE,G,1920,1920,T
Trai Turner,TurnTr01,TRUE,FALSE,OG,2014,2017,T
Vernon Turner,TurnVe00,FALSE,FALSE,WR-RB,1990,1995,T
Vince Turner,TurnVi20,FALSE,FALSE,DB,1964,1964,T
Wylie Turner,TurnWy20,FALSE,FALSE,DB,1979,1980,T
Tom Turnure,TurnTo20,FALSE,FALSE,C-G,1980,1986,T
Miles Turpin,TurpMi20,FALSE,FALSE,LB,1986,1987,T
Willie Turral,TurrWi20,FALSE,FALSE,RB,1987,1987,T
Andrew Turzilli,TurzAn00,TRUE,FALSE,WR,2015,2015,T
Melvin Tuten,TuteMe20,FALSE,FALSE,T,1995,2002,T
Rick Tuten,TuteRi20,FALSE,FALSE,P,1989,1999,T
James Tuthill,tuthijam01,FALSE,FALSE,K,2002,2002,T
Tom Tutson,TutsTo20,FALSE,FALSE,DB,1983,1983,T
Stacy Tutt,TuttSt00,FALSE,FALSE,RB,2006,2007,T
George Tuttle,TuttGe20,FALSE,FALSE,E,1927,1927,T
Orville Tuttle,TuttOr20,FALSE,FALSE,G,1937,1946,T
Perry Tuttle,TuttPe00,FALSE,FALSE,WR,1982,1984,T
Frank Twedell,TwedFr20,FALSE,FALSE,G,1939,1939,T
Rodney Tweet,TweeRo20,FALSE,FALSE,WR,1987,1987,T
Howard Twilley,TwilHo00,FALSE,FALSE,WR-FL,1966,1976,T
Darren Twombly,TwomDa20,FALSE,FALSE,C,1987,1987,T
Gunnard Twyner,TwynGu20,FALSE,FALSE,WR,1997,1997,T
Will Tye,TyexWi00,TRUE,FALSE,TE,2015,2017,T
Andre Tyler,TyleAn20,FALSE,FALSE,WR,1983,1983,T
Maurice Tyler,TyleMa20,FALSE,FALSE,DB,1972,1978,T
Pete Tyler,TylePe20,FALSE,FALSE,BB,1937,1938,T
Robert Tyler,TyleRo00,FALSE,FALSE,TE,1989,1989,T
Tank Tyler,TyleTa99,FALSE,FALSE,DT,2007,2009,T
Toussaint Tyler,TyleTo00,FALSE,FALSE,RB,1981,1982,T
Wendell Tyler,TyleWe00,FALSE,FALSE,RB,1977,1986,T
Rich Tylski,TylsRi20,FALSE,FALSE,G,1996,2004,T
Brian Tyms,TymsBr00,FALSE,FALSE,WR,2012,2014,T
Scott Tyner,TyneSc20,FALSE,FALSE,P,1994,1994,T
Buddy Tynes,TyneBu20,FALSE,FALSE,B,1924,1925,T
Lawrence Tynes,tyneslaw01,FALSE,FALSE,K,2004,2012,T
David Tyree,TyreDa00,FALSE,FALSE,WR,2003,2009,T
Jim Tyree,TyreJi20,FALSE,FALSE,E-DE,1948,1948,T
Jim Tyrer,TyreJi00,FALSE,FALSE,T,1961,1974,T
Joe Tyrrell,TyrrJo20,FALSE,FALSE,G,1952,1952,T
Tim Tyrrell,TyrrTi20,FALSE,FALSE,RB,1984,1989,T
DeAngelo Tyson,TysoDe00,FALSE,FALSE,DE,2012,2014,T
Dick Tyson,TysoDi20,FALSE,FALSE,G,1966,1967,T
Mitch Ucovich,UcovMi20,FALSE,FALSE,T,1944,1945,U
Kenechi Udeze,UdezKe20,FALSE,FALSE,DE,2004,2007,U
Keith Uecker,UeckKe20,FALSE,FALSE,T-G,1982,1991,U
Tony Ugoh,UgohTo20,FALSE,FALSE,T,2007,2011,U
Rocky Uguccioni,UgucRo20,FALSE,FALSE,E,1944,1944,U
Jeff Uhlenhake,UhleJe20,FALSE,FALSE,C,1989,1997,U
Steven Uhrinyak,UhriSt20,FALSE,FALSE,G,1939,1939,U
George Uko,UkoxGe00,FALSE,FALSE,DT,2014,2014,U
Jeff Ulbrich,UlbrJe20,FALSE,FALSE,LB,2000,2009,U
Ed Ulinski,UlinEd20,FALSE,FALSE,G,1946,1949,U
Harry Ulinski,UlinHa00,FALSE,FALSE,C,1950,1956,U
Jiggs Ullery,UlleJi20,FALSE,FALSE,TB-WB-FB,1922,1922,U
Artie Ulmer,UlmeAr20,FALSE,FALSE,LB,1999,2005,U
Mike Ulmer,UlmeMi20,FALSE,FALSE,DB,1980,1987,U
Chuck Ulrich,UlriCh20,FALSE,FALSE,DT,1954,1958,U
Hub Ulrich,UlriHu20,FALSE,FALSE,E-DE,1946,1946,U
Matt Ulrich,UlriMa20,FALSE,FALSE,G,2005,2006,U
Mike Ulufale,UlufMi20,FALSE,FALSE,DT-DE,1996,1996,U
Osi Umenyiora,UmenOs99,FALSE,FALSE,DE,2003,2014,U
Frank Umont,UmonFr20,FALSE,FALSE,G-T,1944,1945,U
Rich Umphrey,UmphRi20,FALSE,FALSE,C-G,1982,1985,U
Mason Unck,UnckMa20,FALSE,FALSE,LB,2003,2006,U
Brandon Underwood,UndeBr99,FALSE,FALSE,DB,2009,2010,U
Colton Underwood,UndeCo00,FALSE,FALSE,LB,2014,2014,U
Dimitrius Underwood,UndeDi20,FALSE,FALSE,DT,2000,2001,U
Jack Underwood,UndeJa20,FALSE,FALSE,E-G-C,1924,1929,U
John Underwood,UndeJo20,FALSE,FALSE,G,1923,1923,U
Marviel Underwood,UndeMa20,FALSE,FALSE,DB,2005,2005,U
Olen Underwood,UndeOl20,FALSE,FALSE,LB,1965,1971,U
Tiquan Underwood,UndeTi00,FALSE,FALSE,WR,2009,2013,U
Wayne Underwood,UndeWa20,FALSE,FALSE,T,1937,1937,U
Harvey Unga,UngaHa00,FALSE,FALSE,RB,2012,2012,U
J.J. Unga,UngaJ.00,FALSE,FALSE,OL,2013,2014,U
Uani Unga,UngaUa00,FALSE,FALSE,LB,2014,2015,U
Max Unger,UngeMa20,TRUE,FALSE,C,2009,2017,U
Joe Ungerer,UngeJo20,FALSE,FALSE,T,1944,1945,U
Johnny Unitas,UnitJo00,FALSE,TRUE,QB,1956,1973,U
Pong Unitas,UnitPo20,FALSE,FALSE,G,1921,1921,U
Mitch Unrein,UnreMi00,TRUE,FALSE,DT,2011,2017,U
Terry Unrein,UnreTe20,FALSE,FALSE,NT-DE,1986,1987,U
Morris Unutoa,UnutMo20,FALSE,FALSE,C,1996,2002,U
Eric Unverzagt,UnveEr20,FALSE,FALSE,LB,1996,1997,U
Rick Upchurch,UpchRi00,FALSE,FALSE,WR,1975,1983,U
Tuufuli Uperesa,UperTu20,FALSE,FALSE,G,1971,1971,U
Courtney Upshaw,UpshCo00,TRUE,FALSE,OLB,2012,2017,U
Gene Upshaw,UpshGe00,FALSE,TRUE,G,1967,1981,U
Marvin Upshaw,UpshMa20,FALSE,FALSE,DE-DT,1968,1976,U
Regan Upshaw,UpshRe20,FALSE,FALSE,DE,1996,2004,U
Andy Uram,UramAn20,FALSE,FALSE,RB,1938,1943,U
Alex Urban,UrbaAl20,FALSE,FALSE,DE-E,1941,1945,U
Brent Urban,UrbaBr00,TRUE,FALSE,DE,2014,2017,U
Gasper Urban,UrbaGa20,FALSE,FALSE,G-LB,1948,1948,U
Jerheme Urban,UrbaJe00,FALSE,FALSE,WR,2004,2011,U
Luke Urban,UrbaLu20,FALSE,FALSE,E-BB,1921,1923,U
Jim Urbanek,UrbaJi20,FALSE,FALSE,DT,1968,1968,U
Kraig Urbik,UrbiKr20,TRUE,FALSE,G,2010,2016,U
Scott Urch,UrchSc20,FALSE,FALSE,T,1987,1987,U
Emil Uremovich,UremEm20,FALSE,FALSE,T-DE-E,1941,1948,U
Herman Urenda,UrenHe20,FALSE,FALSE,E-DB,1963,1963,U
Brian Urlacher,UrlaBr00,FALSE,TRUE,LB,2000,2012,U
John Urschel,UrscJo00,FALSE,FALSE,OG,2014,2016,U
Rube Ursella,UrseRu20,FALSE,FALSE,B,1920,1929,U
Darryl Usher,UsheDa20,FALSE,FALSE,WR,1989,1989,U
Eddie Usher,UsheEd20,FALSE,FALSE,B,1921,1924,U
Lou Usher,UsheLo20,FALSE,FALSE,T-G-C,1920,1926,U
Ben Utecht,UtecBe00,FALSE,FALSE,TE,2005,2008,U
Mike Utley,UtleMi20,FALSE,FALSE,G-T,1989,1991,U
Ben Utt,UttxBe20,FALSE,FALSE,G-T,1982,1989,U
Iheanyi Uwaezuoke,UwaeIh00,FALSE,FALSE,WR,1996,2000,U
Walt Uzdavinis,UzdaWa20,FALSE,FALSE,DE-E-T,1937,1937,U
C.J. Uzomah,UzomC.00,TRUE,FALSE,TE,2015,2017,U
Sam Vacanti,VacaSa20,FALSE,FALSE,QB,1947,1949,V
Kenny Vaccaro,VaccKe00,TRUE,FALSE,FS,2013,2017,V
Ted Vactor,VactTe20,FALSE,FALSE,DB,1969,1975,V
Destiny Vaeao,VaeaDe01,TRUE,FALSE,DT,2016,2017,V
Pete Vainowski,VainPe20,FALSE,FALSE,G,1926,1926,V
Dom Vairo,VairDo20,FALSE,FALSE,E,1935,1935,V
Halapoulivaati Vaitai,VaitHa00,TRUE,FALSE,OT,2016,2017,V
Vern Valdez,ValdVe20,FALSE,FALSE,DB,1960,1962,V
Ira Valentine,ValeIr20,FALSE,FALSE,RB,1987,1987,V
Vincent Valentine,ValeVi00,TRUE,FALSE,DT,2016,2016,V
Zack Valentine,ValeZa20,FALSE,FALSE,LB,1979,1982,V
Joe Valerio,ValeJo20,FALSE,FALSE,C,1992,1996,V
Tanner Vallejo,VallTa00,TRUE,FALSE,ILB,2017,2017,V
Hakeem Valles,VallHa00,TRUE,FALSE,TE,2016,2017,V
Emilio Vallez,VallEm20,FALSE,FALSE,TE,1968,1969,V
Steve Vallos,VallSt00,FALSE,FALSE,G,2008,2013,V
Jeremiah Valoaga,ValoJe00,TRUE,FALSE,DE,2017,2017,V
Norm Van Brocklin,VanBNo00,FALSE,TRUE,QB,1949,1960,V
Courtney Van Buren,VanBCo20,FALSE,FALSE,T,2003,2004,V
Ebert Van Buren,VanBEb20,FALSE,FALSE,DB-LB-FB-HB,1951,1953,V
Steve Van Buren,VanBSt00,FALSE,TRUE,HB,1944,1951,V
Randy Van Divier,VanDRa20,FALSE,FALSE,T-G,1981,1981,V
Bob Van Doren,VanDBo20,FALSE,FALSE,DE,1953,1953,V
Bob Van Duyne,VanDBo21,FALSE,FALSE,G-T,1974,1980,V
Alex Van Dyke,VanDAl00,FALSE,FALSE,WR,1996,2000,V
Bruce Van Dyke,VanDBr00,FALSE,FALSE,G,1966,1976,V
DeMarcus Van Dyke,VanDDe00,FALSE,FALSE,DB,2011,2014,V
Jimmy Van Dyke,VanDJi20,FALSE,FALSE,WB-TB-BB,1921,1923,V
Ralph Van Dyke,VanDRa21,FALSE,FALSE,T,1987,1987,V
Chase Van Dyne,VanDCh20,FALSE,FALSE,T,1925,1925,V
Mark van Eeghen,VanEMa00,FALSE,FALSE,RB,1974,1983,V
Hal Van Every,VanEHa20,FALSE,FALSE,TB-HB,1940,1941,V
Tim Van Galder,VanGTi00,FALSE,FALSE,QB,1972,1972,V
Billy Van Heusen,VanHBi20,FALSE,FALSE,WR-SE-P,1968,1976,V
Charlie Van Horn,VanHCh20,FALSE,FALSE,B,1927,1929,V
Doug Van Horn,VanHDo20,FALSE,FALSE,G-T,1966,1979,V
Keith Van Horne,VanHKe20,FALSE,FALSE,T,1981,1993,V
Ed Van Meter,VanMEd20,FALSE,FALSE,G,1921,1921,V
Jeff Van Note,VanNJe00,FALSE,FALSE,C-G-LB,1969,1986,V
Kyle Van Noy,VanNKy00,TRUE,FALSE,OLB,2014,2017,V
Alex Van Pelt,VanPAl00,FALSE,FALSE,QB,1995,2003,V
Brad Van Pelt,VanPBr01,FALSE,FALSE,LB,1973,1986,V
Bradlee Van Pelt,VanPBr00,FALSE,FALSE,QB,2005,2005,V
Dick Van Raaphorst,VanRDi20,FALSE,FALSE,K,1964,1967,V
Jeff Van Raaphorst,VanRJe20,FALSE,FALSE,QB,1987,1987,V
Greg Van Roten,VanRGr00,TRUE,FALSE,G,2012,2017,V
Clyde Van Sickle,VanSCl20,FALSE,FALSE,G,1930,1933,V
Art Van Tone,VanTAr20,FALSE,FALSE,WB-DB,1943,1946,V
Pete Van Valkenberg,VanVPe00,FALSE,FALSE,RB,1973,1974,V
Jim Van Wagner,VanWJa00,FALSE,FALSE,RB,1978,1978,V
Eric Vance,VancEr20,FALSE,FALSE,DB,1998,2002,V
Joe Vance,VancJo20,FALSE,FALSE,WB-FB,1931,1931,V
Kyle Vanden Bosch,VandKy99,FALSE,FALSE,DE,2001,2012,V
Ron Vander Kelen,VandRo00,FALSE,FALSE,QB,1963,1967,V
Jason Vander Laan,VandJa00,TRUE,FALSE,TE,2017,2017,V
Mark Vander Poel,VandMa20,FALSE,FALSE,T,1991,1992,V
Matt Vanderbeek,VandMa21,FALSE,FALSE,LB,1990,1996,V
Skip Vanderbundt,VandSk20,FALSE,FALSE,LB,1969,1978,V
Eddie Vanderdoes,VandEd00,TRUE,FALSE,DT,2017,2017,V
Mike Vanderjagt,vandemik01,FALSE,FALSE,K,1998,2006,V
Viv Vanderloo,VandVi20,FALSE,FALSE,FB,1921,1921,V
Phil Vandersea,VandPh20,FALSE,FALSE,LB-DE,1966,1969,V
Julian Vandervelde,VandJu00,FALSE,FALSE,OL,2011,2015,V
Al Vandeweghe,VandAl20,FALSE,FALSE,E-DE,1946,1946,V
Sean Vanhorse,VanhSe20,FALSE,FALSE,DB,1992,1996,V
Norwood Vann,VannNo20,FALSE,FALSE,LB,1984,1988,V
Nick Vannett,VannNi00,TRUE,FALSE,TE,2016,2017,V
Tamarick Vanover,VanoTa00,FALSE,FALSE,WR,1995,2002,V
Vern Vanoy,VanoVe20,FALSE,FALSE,DT,1971,1973,V
Fred Vant Hull,VantFr20,FALSE,FALSE,G-LB,1942,1942,V
Fred Vanzo,VanzFr20,FALSE,FALSE,BB-LB,1938,1941,V
Mike Varajon,VaraMi20,FALSE,FALSE,RB,1987,1987,V
Tommy Vardell,VardTo00,FALSE,FALSE,RB,1992,1999,V
Johnny Vardian,VardJo20,FALSE,FALSE,HB-DB,1946,1948,V
Tyler Varga,VargTy00,FALSE,FALSE,RB,2015,2015,V
Larry Vargo,VargLa20,FALSE,FALSE,DB-LB,1962,1966,V
Frank Varrichione,VarrFr00,FALSE,FALSE,T,1955,1965,V
Mike Varty,VartMi20,FALSE,FALSE,LB,1974,1975,V
Nathan Vasher,VashNa99,FALSE,FALSE,DB,2004,2010,V
Vic Vasicek,VasiVi20,FALSE,FALSE,LB-G-DG,1949,1950,V
Louis Vasquez,VasqLo20,FALSE,FALSE,G,2009,2015,V
Roy Vassau,VassRo20,FALSE,FALSE,T,1923,1923,V
Arunas Vasys,VasyAr20,FALSE,FALSE,LB,1966,1968,V
Randy Vataha,VataRa00,FALSE,FALSE,WR,1971,1977,V
Charles Vatterott,VattCh20,FALSE,FALSE,G-T,1987,1987,V
Dustin Vaughan,VaugDu00,TRUE,FALSE,QB,2014,2014,V
Harp Vaughan,VaugHa20,FALSE,FALSE,B,1933,1934,V
Josh Vaughan,VaugJo01,FALSE,FALSE,RB,2010,2013,V
Pug Vaughan,VaugPu20,FALSE,FALSE,TB,1935,1936,V
Ruben Vaughan,VaugRu20,FALSE,FALSE,DT-NT-DE,1979,1984,V
Bill Vaughn,VaugBi20,FALSE,FALSE,B,1926,1926,V
Bob Vaughn,VaugBo20,FALSE,FALSE,G,1968,1968,V
Cassius Vaughn,VaugCa00,FALSE,FALSE,DB,2010,2015,V
Chase Vaughn,VaugCh00,FALSE,FALSE,DE,2014,2014,V
Chip Vaughn,VaugCh99,FALSE,FALSE,DB,2010,2010,V
Clarence Vaughn,VaugCl20,FALSE,FALSE,DB,1987,1991,V
Darrick Vaughn,VaugDa20,FALSE,FALSE,DB,2000,2003,V
Jon Vaughn,VaugJo00,FALSE,FALSE,RB,1991,1994,V
Khaleed Vaughn,VaugKh20,FALSE,FALSE,DE,2004,2004,V
Tom Vaughn,VaugTo20,FALSE,FALSE,DB,1965,1971,V
Ted Vaught,VaugTe20,FALSE,FALSE,DE-E,1955,1955,V
Walt Veach,VeacWa20,FALSE,FALSE,HB,1920,1920,V
Demetrin Veal,VealDe20,FALSE,FALSE,DE,2003,2007,V
Elton Veals,VealEl00,FALSE,FALSE,RB,1984,1984,V
Craig Veasey,VeasCr20,FALSE,FALSE,DT,1990,1995,V
Lou Vedder,VeddLo20,FALSE,FALSE,FB,1927,1927,V
Jason Vega,VegaJa00,FALSE,FALSE,DE,2013,2013,V
David Veikune,VeikDa99,FALSE,FALSE,DE,2009,2010,V
Alan Veingrad,VeinAl20,FALSE,FALSE,T-G,1986,1992,V
Tony Veland,VelaTo20,FALSE,FALSE,DB,1997,1998,V
Fernando Velasco,VelaFe20,FALSE,FALSE,G,2009,2015,V
Jared Veldheer,VeldJa20,TRUE,FALSE,T,2010,2017,V
Matt Veldman,VeldMa00,FALSE,FALSE,TE,2012,2013,V
John Vella,VellJo20,FALSE,FALSE,T,1972,1980,V
Joe Vellano,VellJo00,TRUE,FALSE,DT,2013,2017,V
Jim Vellone,VellJi20,FALSE,FALSE,G,1966,1970,V
Justin Veltung,VeltJu00,FALSE,FALSE,WR,2013,2014,V
Winston Venable,VenaWi00,FALSE,FALSE,S,2011,2011,V
Raymond Ventrone,VentRa20,FALSE,FALSE,DB,2007,2014,V
Ross Ventrone,VentRo00,FALSE,FALSE,DB,2011,2015,V
Fred Venturelli,VentFr20,FALSE,FALSE,K,1948,1948,V
Sam Venuto,VenuSa20,FALSE,FALSE,HB,1952,1952,V
Ross Verba,VerbRo20,FALSE,FALSE,T-G,1997,2006,V
Clarence Verdin,VerdCl00,FALSE,FALSE,WR,1986,1994,V
Jimmy Verdon,VerdJi20,FALSE,FALSE,DT,2005,2005,V
Ed Vereb,VereEd00,FALSE,FALSE,HB,1960,1960,V
Brock Vereen,VereBr00,FALSE,FALSE,SS,2014,2015,V
Carl Vereen,VereCa20,FALSE,FALSE,T,1957,1957,V
Shane Vereen,VereSh00,TRUE,FALSE,RB,2011,2017,V
George Vergara,VergGe20,FALSE,FALSE,E,1925,1925,V
Chris Verhulst,VerhCh20,FALSE,FALSE,TE,1988,1990,V
Garin Veris,VeriGa20,FALSE,FALSE,DE,1985,1992,V
Alterraun Verner,VernAl99,TRUE,FALSE,DB,2010,2017,V
Olivier Vernon,VernOl00,TRUE,FALSE,DE,2012,2017,V
Jason Verrett,VerrJa00,TRUE,FALSE,CB,2014,2017,V
Norm Verry,VerrNo20,FALSE,FALSE,T,1946,1947,V
David Verser,VersDa00,FALSE,FALSE,WR,1981,1987,V
Mike Verstegen,VersMi20,FALSE,FALSE,G-T,1996,1997,V
Brian Vertefeuille,VertBr20,FALSE,FALSE,T,1974,1974,V
Billy Vessels,VessBi20,FALSE,FALSE,HB,1956,1956,V
John Vesser,VessJo20,FALSE,FALSE,E,1927,1931,V
Joe Vetrano,VetrJo20,FALSE,FALSE,HB-DB,1946,1949,V
Jack Vetter,VettJa20,FALSE,FALSE,HB-DB,1942,1942,V
Roy Vexall,VexaRo20,FALSE,FALSE,FB,1924,1925,V
Walt Vezmar,VezmWa20,FALSE,FALSE,G,1946,1947,V
David Viaene,ViaeDa20,FALSE,FALSE,C-T-G,1989,1992,V
Dick Vick,VickDi20,FALSE,FALSE,WB-BB-TB,1924,1926,V
Ernie Vick,VickEr20,FALSE,FALSE,C-G-T,1925,1928,V
Marcus Vick,VickMa20,FALSE,FALSE,WR-QB,2006,2006,V
Michael Vick,VickMi00,FALSE,FALSE,QB,2001,2015,V
Roger Vick,VickRo00,FALSE,FALSE,RB,1987,1990,V
Kipp Vickers,VickKi20,FALSE,FALSE,T-G,1995,2002,V
Lawrence Vickers,VickLa00,FALSE,FALSE,FB,2006,2012,V
Lee Vickers,VickLe00,FALSE,FALSE,TE,2007,2007,V
Kevin Vickerson,VickKe99,FALSE,FALSE,DT,2007,2014,V
