name,srid,active,hof,positions,start,end,letter
Ashley Ambrose,AmbrAs00,FALSE,FALSE,DB,1992,2004,A
Dick Ambrose,AmbrDi20,FALSE,FALSE,LB,1975,1983,A
John Ambrose,AmbrJo20,FALSE,FALSE,C,1932,1932,A
Walt Ambrose,AmbrWa20,FALSE,FALSE,G,1930,1930,A
Alan Ameche,AmecAl00,FALSE,FALSE,FB,1955,1960,A
Danny Amendola,AmenDa00,TRUE,FALSE,WR,2009,2017,A
David Amerson,AmerDa00,TRUE,FALSE,CB,2013,2017,A
Glen Amerson,AmerGl20,FALSE,FALSE,DB,1961,1961,A
Dave Ames,AmesDa00,FALSE,FALSE,HB-DB,1961,1961,A
Otis Amey,AmeyFr00,FALSE,FALSE,WR,2005,2005,A
Vincent Amey,AmeyVi20,FALSE,FALSE,DE,1998,1998,A
Richard Amman,AmmaRi20,FALSE,FALSE,DE-DT,1972,1973,A
Adrian Amos,AmosAd00,TRUE,FALSE,FS,2015,2017,A
Marty Amsler,AmslMa20,FALSE,FALSE,DE,1967,1970,A
Joe Amstutz,AmstJo20,FALSE,FALSE,C,1957,1957,A
Prince Amukamara,AmukPr00,TRUE,FALSE,CB,2011,2017,A
Norm Amundsen,AmunNo20,FALSE,FALSE,G,1957,1957,A
George Amundson,AmunGe00,FALSE,FALSE,RB,1973,1975,A
Vito Ananis,AnanVi20,FALSE,FALSE,HB-DB,1945,1945,A
Rudy Andabaker,AndaRu20,FALSE,FALSE,G,1952,1954,A
Kimble Anders,AndeKi00,FALSE,FALSE,RB,1991,2000,A
Jason Andersen,AndeJa20,FALSE,FALSE,G,1999,2002,A
Morten Andersen,andermor01,FALSE,TRUE,K,1982,2007,A
Stan Andersen,AndeSt20,FALSE,FALSE,T-E,1940,1941,A
 Anderson,Andexx20,FALSE,FALSE,WB,1922,1922,A
Alec Anderson,AndeAl20,FALSE,FALSE,G,1921,1921,A
Alfred Anderson,AndeAl00,FALSE,FALSE,RB,1984,1991,A
Andre' Anderson,AndeAn23,FALSE,FALSE,RB,2010,2010,A
Anthony Anderson,AndeAn20,FALSE,FALSE,RB,1979,1980,A
Anthony Anderson,AndeAn21,FALSE,FALSE,DB,1987,1987,A
Antonio Anderson,AndeAn22,FALSE,FALSE,DT-DE,1997,1998,A
Aric Anderson,AndeAr20,FALSE,FALSE,LB,1987,1987,A
Art Anderson,AndeAr21,FALSE,FALSE,T,1961,1963,A
Bennie Anderson,AndeBe20,FALSE,FALSE,G,2001,2006,A
Bill Anderson,AndeBi20,FALSE,FALSE,DE,1945,1945,A
Bill Anderson,AndeBi00,FALSE,FALSE,E-TE,1958,1966,A
Billy Anderson,AndeBi01,FALSE,FALSE,DB-HB,1953,1954,A
Billy Guy Anderson,AndeBi21,FALSE,FALSE,QB,1967,1967,A
Bob Anderson,AndeBo01,FALSE,FALSE,HB,1963,1963,A
Bobby Anderson,AndeBo00,FALSE,FALSE,RB,1970,1975,A
Brad Anderson,AndeBr20,FALSE,FALSE,WR,1984,1985,A
Brandon Anderson,AndeBr23,FALSE,FALSE,DB,2009,2009,A
Bruce Anderson,AndeBr21,FALSE,FALSE,DE-DT,1966,1970,A
Bryan Anderson,AndeBr22,FALSE,FALSE,G,2004,2004,A
C.J. Anderson,AndeC.00,TRUE,FALSE,RB,2013,2017,A
Charlie Anderson,AndeCh20,FALSE,FALSE,DE-E,1956,1956,A
Charlie Anderson,AndeCh21,FALSE,FALSE,LB,2004,2010,A
Chet Anderson,AndeCh00,FALSE,FALSE,TE,1967,1967,A
Cliff Anderson,AndeCl00,FALSE,FALSE,E,1952,1953,A
Colt Anderson,AndeCo01,TRUE,FALSE,DB,2010,2017,A
Courtney Anderson,AndeCo00,FALSE,FALSE,TE,2004,2007,A
Curtis Anderson,AndeCu20,FALSE,FALSE,DE-DT,1979,1979,A
Curtis Anderson,AndeCu21,FALSE,FALSE,DB,1997,1997,A
Damien Anderson,AndeDa00,FALSE,FALSE,RB,2002,2005,A
Darren Anderson,AndeDa20,FALSE,FALSE,DB,1992,1998,A
David Anderson,AndeDa01,FALSE,FALSE,WR,2006,2011,A
Deon Anderson,AndeDe01,FALSE,FALSE,FB,2007,2010,A
Derek Anderson,AndeDe00,TRUE,FALSE,QB,2006,2017,A
Dick Anderson,AndeDi20,FALSE,FALSE,T,1967,1967,A
Dick Anderson,AndeDi00,FALSE,FALSE,DB,1968,1977,A
Don Anderson,AndeDo20,FALSE,FALSE,DB,1985,1987,A
Donny Anderson,AndeDo00,FALSE,FALSE,RB,1966,1974,A
Dunstan Anderson,AndeDu20,FALSE,FALSE,DE,1994,1997,A
Dwayne Anderson,AndeDw20,FALSE,FALSE,DB,1987,1987,A
Dwight Anderson,AndeDw21,FALSE,FALSE,DB,2004,2005,A
Eddie Anderson,AndeEd20,FALSE,FALSE,E,1922,1925,A
Eddie Anderson,AndeEd21,FALSE,FALSE,DB,1986,1997,A
Erick Anderson,AndeEr20,FALSE,FALSE,LB,1993,1994,A
Flipper Anderson,AndeFl00,FALSE,FALSE,WR,1988,1997,A
Fred Anderson,AndeFr20,FALSE,FALSE,DE-DT,1978,1982,A
Gary Anderson,AndeGa20,FALSE,FALSE,G,1977,1980,A
Gary Anderson,andergar02,FALSE,FALSE,K,1982,2004,A
Gary Anderson,AndeGa00,FALSE,FALSE,RB,1985,1993,A
Henry Anderson,AndeHe00,TRUE,FALSE,DE,2015,2017,A
Herbie Anderson,AndeHe20,FALSE,FALSE,DB,1991,1991,A
Hunk Anderson,AndeHu20,FALSE,FALSE,G-C,1922,1925,A
Jamaal Anderson,AndeJa98,FALSE,FALSE,DE,2007,2012,A
Jamal Anderson,AndeJa00,FALSE,FALSE,RB,1994,2001,A
James Anderson,AndeJa21,FALSE,FALSE,LB,2006,2015,A
Jason Anderson,AndeJa02,FALSE,FALSE,RB,2005,2005,A
Jerry Anderson,AndeJe20,FALSE,FALSE,DB,1977,1978,A
Jesse Anderson,AndeJe00,FALSE,FALSE,TE,1990,1993,A
Joe Anderson,AndeJo00,FALSE,FALSE,WR,2012,2013,A
John Anderson,AndeJo20,FALSE,FALSE,LB,1978,1989,A
Jonathan Anderson,AndeJo01,TRUE,FALSE,LB,2015,2017,A
Justin Anderson,AndeJu00,FALSE,FALSE,T,2012,2012,A
Justin Anderson,AndeJu01,FALSE,FALSE,LB,2014,2014,A
Ken Anderson,AndeKe00,FALSE,FALSE,QB,1971,1986,A
Ken Anderson,AndeKe20,FALSE,FALSE,DT,1999,1999,A
Kim Anderson,AndeKi20,FALSE,FALSE,DB,1980,1984,A
Larry Anderson,AndeLa20,FALSE,FALSE,DB,1978,1984,A
Marcus Anderson,AndeMa20,FALSE,FALSE,WR,1981,1981,A
Mark Anderson,AndeMa21,FALSE,FALSE,DE,2006,2012,A
Marques Anderson,AndeMa22,FALSE,FALSE,DB,2002,2005,A
Max Anderson,AndeMa00,FALSE,FALSE,RB,1968,1969,A
Mel Anderson,AndeMe20,FALSE,FALSE,WR,1987,1987,A
Mike Anderson,AndeMi00,FALSE,FALSE,RB,2000,2007,A
Neal Anderson,AndeNe00,FALSE,FALSE,RB,1986,1993,A
Ockie Anderson,AndeOc20,FALSE,FALSE,TB-BB-WB,1920,1922,A
Ottis Anderson,AndeOt00,FALSE,FALSE,RB,1979,1992,A
Paul Anderson,AndePa20,FALSE,FALSE,G,1925,1925,A
Preston Anderson,AndePr20,FALSE,FALSE,DB,1974,1974,A
Ralph Anderson,AndeRa00,FALSE,FALSE,E,1958,1960,A
Ralph Anderson,AndeRa20,FALSE,FALSE,DB,1971,1973,A
Rashard Anderson,AndeRa21,FALSE,FALSE,DB,2000,2001,A
Ri'Shard Anderson,AndeRi01,FALSE,FALSE,CB,2014,2014,A
Richie Anderson,AndeRi00,FALSE,FALSE,FB,1993,2004,A
Rickey Anderson,AndeRi20,FALSE,FALSE,RB,1978,1978,A
Robby Anderson,AndeRo04,TRUE,FALSE,WR,2016,2017,A
Roger Anderson,AndeRo20,FALSE,FALSE,DT-T,1964,1968,A
Ronnie Anderson,AndeRo00,FALSE,FALSE,WR,1998,1998,A
Ryan Anderson,AndeRy00,TRUE,FALSE,OLB,2017,2017,A
Scott Anderson,AndeSc20,FALSE,FALSE,C,1974,1976,A
Scotty Anderson,AndeSc00,FALSE,FALSE,WR,2001,2003,A
Stephen Anderson,AndeSt01,TRUE,FALSE,TE,2016,2017,A
Stevie Anderson,AndeSt00,FALSE,FALSE,WR,1994,1996,A
Stuart Anderson,AndeSt21,FALSE,FALSE,LB,1982,1985,A
Sugarfoot Anderson,AndeSu20,FALSE,FALSE,E,1947,1947,A
Taz Anderson,AndeTa00,FALSE,FALSE,TE,1961,1967,A
Terry Anderson,AndeTe20,FALSE,FALSE,WR,1977,1980,A
Tim Anderson,AndeTi20,FALSE,FALSE,DT,2004,2007,A
Vickey Ray Anderson,AndeVi20,FALSE,FALSE,RB,1980,1980,A
Vince Anderson,AndeVi00,FALSE,FALSE,DB,2010,2010,A
Warren Anderson,AndeWa20,FALSE,FALSE,WR,1977,1978,A
Will Anderson,AndeWi20,FALSE,FALSE,FB-BB-TB,1923,1924,A
William Anderson,AndeWi21,FALSE,FALSE,DB,1975,1976,A
Willie Anderson,AndeWi00,FALSE,FALSE,T,1996,2008,A
Winnie Anderson,AndeWi22,FALSE,FALSE,E,1936,1936,A
Zaire Anderson,AndeZa01,TRUE,FALSE,LB,2016,2017,A
Eric Andolsek,AndoEr20,FALSE,FALSE,G,1988,1991,A
Steve Andrako,AndrSt20,FALSE,FALSE,C-LB,1940,1940,A
Troy Andrew,AndrTr20,FALSE,FALSE,C,2001,2001,A
Al Andrews,AndrAl20,FALSE,FALSE,LB,1970,1971,A
Antonio Andrews,AndrAn00,FALSE,FALSE,RB,2014,2016,A
Billy Andrews,AndrBi20,FALSE,FALSE,LB,1967,1977,A
David Andrews,AndrDa00,TRUE,FALSE,C,2015,2017,A
George Andrews,AndrGe20,FALSE,FALSE,LB,1979,1984,A
Jaby Andrews,AndrJa20,FALSE,FALSE,WB-DB,1934,1934,A
John Andrews,AndrJo00,FALSE,FALSE,TE-RB,1972,1974,A
John Andrews,AndrJo20,FALSE,FALSE,DE-DT,1975,1976,A
Josh Andrews,AndrJo01,TRUE,FALSE,G,2014,2016,A
Mitch Andrews,AndrMi20,FALSE,FALSE,TE,1987,1987,A
Ricky Andrews,AndrRi20,FALSE,FALSE,LB,1990,1990,A
Roy Andrews,AndrRo20,FALSE,FALSE,G-T-BB-TB-E,1923,1927,A
Shawn Andrews,AndrSh55,FALSE,FALSE,G-T,2004,2010,A
Stacy Andrews,AndrSt21,FALSE,FALSE,T,2004,2011,A
Tom Andrews,AndrTo20,FALSE,FALSE,T-C,1984,1987,A
William Andrews,AndrWi00,FALSE,FALSE,RB,1979,1986,A
Willie Andrews,AndrWi20,FALSE,FALSE,DB,2006,2007,A
George Andrie,AndrGe00,FALSE,FALSE,DE,1962,1972,A
Plato Andros,AndrPl20,FALSE,FALSE,G-T-DG,1947,1950,A
Teddy Andrulewicz,AndrTe20,FALSE,FALSE,WB,1930,1930,A
Lou Andrus,AndrLo20,FALSE,FALSE,LB,1967,1967,A
Shane Andrus,AndrSh00,FALSE,FALSE,K,2009,2010,A
Sheldon Andrus,AndrSh20,FALSE,FALSE,DT,1986,1987,A
Sig Andrusking,AndrSi20,FALSE,FALSE,G,1937,1937,A
Zenon Andrusyshyn,AndrZe20,FALSE,FALSE,P-K,1978,1978,A
Joe Andruzzi,AndrJo21,FALSE,FALSE,G,1998,2006,A
Charlie Ane,AnexCh00,FALSE,FALSE,T-C,1953,1959,A
Charlie Ane,AnexCh20,FALSE,FALSE,C,1975,1981,A
Mark Anelli,AnelMa20,FALSE,FALSE,TE,2002,2002,A
Jim Angelo,AngeJi20,FALSE,FALSE,G,1987,1987,A
Bryan Anger,AngeBr00,TRUE,FALSE,P,2012,2017,A
Pat Angerer,AngePa99,FALSE,FALSE,LB,2010,2013,A
Elmer Angsman,AngsEl00,FALSE,FALSE,HB,1946,1952,A
Richard Angulo,AnguRi00,FALSE,FALSE,TE,2003,2008,A
Eli Ankou,AnkoEl00,TRUE,FALSE,DT,2017,2017,A
Jason Ankrah,AnkrJa00,FALSE,FALSE,LB,2014,2014,A
Scott Ankrom,AnkrSc20,FALSE,FALSE,WR,1989,1989,A
Dunc Annan,AnnaDu20,FALSE,FALSE,TB-WB-FB-BB-T,1920,1926,A
Blake Annen,AnneBl01,FALSE,FALSE,TE,2014,2014,A
Sam Anno,AnnoSa20,FALSE,FALSE,LB,1987,1993,A
Ezekiel Ansah,AnsaEz00,TRUE,FALSE,DE,2013,2017,A
Charles Anthony,AnthCh20,FALSE,FALSE,LB,1974,1974,A
Cornelius Anthony,AnthCo20,FALSE,FALSE,LB,2002,2003,A
Reidel Anthony,AnthRe00,FALSE,FALSE,WR,1997,2001,A
Stephone Anthony,AnthSt00,TRUE,FALSE,ILB,2015,2017,A
Terrence Anthony,AnthTe20,FALSE,FALSE,DB,1987,1987,A
Terry Anthony,AnthTe21,FALSE,FALSE,WR,1990,1991,A
Tyrone Anthony,AnthTy00,FALSE,FALSE,RB,1984,1985,A
Lionel Antoine,AntoLi20,FALSE,FALSE,T,1972,1978,A
Glenn Antrum,AntrGl20,FALSE,FALSE,WR,1989,1989,A
Houston Antwine,AntwHo00,FALSE,FALSE,DT-DE,1961,1972,A
Kenny Anunike,AnunKe00,FALSE,FALSE,DE,2014,2015,A
Chigbo Anunoby,AnunCh00,FALSE,FALSE,DL,2012,2014,A
Alex Anzalone,AnzaAl00,TRUE,FALSE,OLB,2017,2017,A
Steve Apke,ApkeSt20,FALSE,FALSE,LB,1987,1987,A
Chuck Apolskis,ApolCh20,FALSE,FALSE,E,1938,1939,A
Ray Apolskis,ApolRa20,FALSE,FALSE,C-G-LB,1941,1950,A
Clarence Appelgran,ApplCl20,FALSE,FALSE,G,1920,1920,A
Eli Apple,ApplEl00,TRUE,FALSE,CB,2016,2017,A
Jim Apple,ApplJi00,FALSE,FALSE,HB,1961,1961,A
Scott Appleton,ApplSc20,FALSE,FALSE,DT-DE,1964,1968,A
Antwan Applewhite,ApplAn99,FALSE,FALSE,LB,2008,2012,A
Marger Apsit,ApsiMa20,FALSE,FALSE,BB-LB-DB-TB,1931,1933,A
Ben Apuna,ApunBe20,FALSE,FALSE,LB,1980,1980,A
Leo Araguz,AragLe20,FALSE,FALSE,P,1996,2005,A
Evan Arapostathis,ArapEv20,FALSE,FALSE,P,1986,1986,A
Fred Arbanas,ArbaFr00,FALSE,FALSE,TE,1962,1970,A
Hasson Arbubakrr,ArbuHa20,FALSE,FALSE,DE,1983,1984,A
Charles Arbuckle,ArbuCh00,FALSE,FALSE,TE,1992,1995,A
Emmanuel Arceneaux,ArceEm00,FALSE,FALSE,WR,2011,2011,A
Lester Archambeau,ArchLe20,FALSE,FALSE,DE,1990,2000,A
Brandon Archer,ArchBr99,FALSE,FALSE,LB,2007,2007,A
Dan Archer,ArchDa20,FALSE,FALSE,G-T,1967,1968,A
David Archer,ArchDa00,FALSE,FALSE,QB,1984,1989,A
Dri Archer,ArchDr00,FALSE,FALSE,WR,2014,2015,A
Troy Archer,ArchTr20,FALSE,FALSE,DT-DE,1976,1978,A
Ben Archibald,ArchBe20,FALSE,FALSE,T,2005,2005,A
Mike Archie,ArchMi00,FALSE,FALSE,RB,1996,1998,A
Julie Archoska,ArchJu20,FALSE,FALSE,E,1930,1930,A
Adam Archuleta,ArchAd20,FALSE,FALSE,DB,2001,2007,A
Billy Ard,ArdxBi20,FALSE,FALSE,G,1981,1991,A
Tony Ardizzone,ArdiTo20,FALSE,FALSE,C,1979,1979,A
Tony Arena,ArenTo20,FALSE,FALSE,C-LB,1942,1942,A
Javier Arenas,ArenJa99,FALSE,FALSE,DB,2010,2014,A
Joe Arenas,ArenJo00,FALSE,FALSE,HB-DB,1951,1957,A
Arnie Arenz,ArenAr20,FALSE,FALSE,BB-LB,1934,1934,A
Bob Argus,ArguBo20,FALSE,FALSE,WB-FB-TB-BB,1920,1925,A
Gump Ariail,AriaGu20,FALSE,FALSE,E,1934,1934,A
Jake Arians,arianjak01,FALSE,FALSE,K,2001,2001,A
Mike Ariey,ArieMi20,FALSE,FALSE,T,1989,1989,A
Obed Ariri,aririobe01,FALSE,FALSE,K,1984,1987,A
David Arkin,ArkiDa00,FALSE,FALSE,OL,2012,2016,A
Alex Armah,ArmaAl00,TRUE,FALSE,FB,2017,2017,A
Thurston Armbrister,ArmbTh00,TRUE,FALSE,LB,2015,2016,A
JoJuan Armour,ArmoJo20,FALSE,FALSE,DB,1999,2002,A
Justin Armour,ArmoJu00,FALSE,FALSE,WR,1995,1999,A
Phil Armour,ArmoPh20,FALSE,FALSE,C,2000,2000,A
Loyd Arms,ArmsLo20,FALSE,FALSE,G,1946,1948,A
Arik Armstead,ArmsAr01,TRUE,FALSE,DE,2015,2017,A
Jessie Armstead,ArmsJe00,FALSE,FALSE,LB,1993,2003,A
Terron Armstead,ArmsTe00,TRUE,FALSE,OT,2013,2017,A
Adger Armstrong,ArmsAd00,FALSE,FALSE,RB,1980,1985,A
Anthony Armstrong,ArmsAn00,FALSE,FALSE,WR,2010,2012,A
Antonio Armstrong,ArmsAn20,FALSE,FALSE,LB,1995,1995,A
Bill Armstrong,ArmsBi20,FALSE,FALSE,G,1943,1943,A
Bob Armstrong,ArmsBo20,FALSE,FALSE,T-G-C,1931,1932,A
Bruce Armstrong,ArmsBr00,FALSE,FALSE,T-G,1987,2000,A
Charlie Armstrong,ArmsCh20,FALSE,FALSE,DB-TB,1946,1946,A
Derick Armstrong,ArmsDe00,FALSE,FALSE,WR,2003,2005,A
Graham Armstrong,ArmsGr20,FALSE,FALSE,T,1941,1948,A
Harvey Armstrong,ArmsHa20,FALSE,FALSE,NT,1982,1990,A
Jimmy Armstrong,ArmsJi20,FALSE,FALSE,DB,1987,1987,A
John Armstrong,ArmsJo20,FALSE,FALSE,BB,1923,1925,A
John Armstrong,ArmsJo21,FALSE,FALSE,DB,1987,1987,A
Neill Armstrong,ArmsNe00,FALSE,FALSE,E-DB,1947,1951,A
Norris Armstrong,ArmsNo20,FALSE,FALSE,T,1922,1922,A
Otis Armstrong,ArmsOt00,FALSE,FALSE,RB,1973,1980,A
Quincy Armstrong,ArmsQu20,FALSE,FALSE,C,1954,1954,A
Ray Armstrong,ArmsRa20,FALSE,FALSE,DT,1960,1960,A
Ray-Ray Armstrong,ArmsRa01,TRUE,FALSE,LB,2013,2017,A
Trace Armstrong,ArmsTr00,FALSE,FALSE,DE,1989,2003,A
Tyji Armstrong,ArmsTy00,FALSE,FALSE,TE,1992,1998,A
Al Arndt,ArndAl20,FALSE,FALSE,G,1935,1935,A
Dick Arndt,ArndDi20,FALSE,FALSE,DT,1967,1970,A
Jim Arneson,ArneJi20,FALSE,FALSE,G-C,1973,1975,A
Mark Arneson,ArneMa20,FALSE,FALSE,LB,1972,1980,A
Jon Arnett,ArneJo00,FALSE,FALSE,HB-E,1957,1966,A
Brian Arnfelt,ArnfBr00,FALSE,FALSE,DE,2013,2013,A
David Arnold,ArnoDa20,FALSE,FALSE,DB,1989,1989,A
Jahine Arnold,ArnoJa00,FALSE,FALSE,WR,1996,1999,A
Jay Arnold,ArnoJa20,FALSE,FALSE,HB-WB-DB-BB,1937,1941,A
Jim Arnold,ArnoJi20,FALSE,FALSE,P,1983,1994,A
John Arnold,ArnoJo20,FALSE,FALSE,WR,1979,1980,A
LeFrancis Arnold,ArnoLe20,FALSE,FALSE,G,1974,1974,A
Walt Arnold,ArnoWa00,FALSE,FALSE,TE,1980,1987,A
Stanley Arnoux,ArnoSt99,FALSE,FALSE,LB,2010,2010,A
Devin Aromashodu,AromDe00,FALSE,FALSE,WR,2007,2012,A
Doug Aronson,AronDo20,FALSE,FALSE,G,1987,1987,A
John Arp,ArpxJo20,FALSE,FALSE,T,1987,1987,A
Adrian Arrington,ArriAd00,FALSE,FALSE,WR,2010,2012,A
J.J. Arrington,ArriJ.00,FALSE,FALSE,RB,2005,2008,A
Kyle Arrington,ArriKy00,FALSE,FALSE,DB,2009,2015,A
LaVar Arrington,ArriLa00,FALSE,FALSE,LB,2000,2006,A
Rick Arrington,ArriRi00,FALSE,FALSE,QB,1970,1972,A
Chuck Arrobio,ArroCh20,FALSE,FALSE,T,1966,1966,A
Elmer Arterburn,ArteEl20,FALSE,FALSE,DB,1954,1954,A
Gary Arthur,ArthGa00,FALSE,FALSE,TE,1970,1971,A
Mike Arthur,ArthMi20,FALSE,FALSE,C,1991,1996,A
Cameron Artis-Payne,ArtiCa00,TRUE,FALSE,RB,2015,2017,A
Corrie Artman,ArtmCo20,FALSE,FALSE,T,1931,1933,A
Rodney Artmore,ArtmRo20,FALSE,FALSE,DB,1999,1999,A
Lee Artoe,ArtoLe20,FALSE,FALSE,T,1940,1948,A
Herman Arvie,ArviHe20,FALSE,FALSE,T,1993,1996,A
Doug Asad,AsadDo00,FALSE,FALSE,TE,1960,1961,A
Jon Asamoah,AsamJo20,FALSE,FALSE,G,2010,2014,A
Larry Asante,AsanLa99,FALSE,FALSE,DB,2010,2015,A
Willie Asbury,AsbuWi00,FALSE,FALSE,RB,1966,1968,A
Darrel Aschbacher,AschDa20,FALSE,FALSE,G,1959,1959,A
Frank Aschenbrenner,AschFr20,FALSE,FALSE,RB,1949,1949,A
Juddy Ash,AshxJu20,FALSE,FALSE,G,1926,1926,A
Richard Ash,AshxRi00,TRUE,FALSE,DT,2015,2017,A
Bill Ashbaugh,AshbBi20,FALSE,FALSE,FB-WB,1924,1925,A
Cliff Ashburn,AshbCl20,FALSE,FALSE,G-T-E,1929,1929,A
Richard Ashe,AsheRi20,FALSE,FALSE,TE,1990,1990,A
Bob Asher,AsheBo20,FALSE,FALSE,T-G,1970,1975,A
Jamie Asher,AsheJa00,FALSE,FALSE,TE,1995,1998,A
Walker Lee Ashley,AshlWa20,FALSE,FALSE,LB,1983,1990,A
Darryl Ashmore,AshmDa20,FALSE,FALSE,T,1993,2001,A
Roger Ashmore,AshmRo20,FALSE,FALSE,T,1926,1929,A
Josh Ashton,AshtJo00,FALSE,FALSE,RB,1972,1975,A
Tom Ashworth,AshwTo20,FALSE,FALSE,T,2002,2007,A
Isaac Asiata,AsiaIs00,TRUE,FALSE,OG,2017,2017,A
Johan Asiata,AsiaJo20,FALSE,FALSE,G,2010,2010,A
Matt Asiata,AsiaMa00,TRUE,FALSE,FB,2012,2016,A
K.C. Asiodu,AsioK.00,FALSE,FALSE,LB,2009,2010,A
Joe Aska,AskaJo00,FALSE,FALSE,RB,1995,1997,A
Mike Askea,AskeMi20,FALSE,FALSE,T,1973,1973,A
B.J. Askew,AskeB.00,FALSE,FALSE,FB,2003,2009,A
Matthias Askew,AskeMa20,FALSE,FALSE,DT,2004,2005,A
Nate Askew,AskeNa01,FALSE,FALSE,LB,2014,2014,A
Bert Askson,AsksBe20,FALSE,FALSE,DE-TE,1971,1977,A
Jim Asmus,AsmuJi20,FALSE,FALSE,P,1987,1987,A
Nnamdi Asomugha,AsomNn20,FALSE,FALSE,DB,2003,2013,A
Ed Aspatore,AspaEd20,FALSE,FALSE,T-G,1934,1934,A
Mark Asper,AspeMa00,FALSE,FALSE,G,2012,2014,A
Les Asplundh,AsplLe20,FALSE,FALSE,FB-BB-WB,1925,1925,A
Jack Atchason,AtchJa00,FALSE,FALSE,E,1960,1960,A
Burl Atcheson,AtchBu20,FALSE,FALSE,E,1922,1922,A
Tim Atchison,AtchTi00,FALSE,FALSE,FS,2011,2011,A
Bill Atessis,AtesBi20,FALSE,FALSE,DE-DT,1971,1971,A
Pete Athas,AthaPe20,FALSE,FALSE,DB-WR,1971,1976,A
Dale Atkeson,AtkeDa00,FALSE,FALSE,FB,1954,1956,A
Baraka Atkins,AtkiBa99,FALSE,FALSE,DE,2007,2008,A
Billy Atkins,AtkiBi00,FALSE,FALSE,DB-HB,1958,1964,A
Bob Atkins,AtkiBo20,FALSE,FALSE,DB,1968,1976,A
Corey Atkins,AtkiCo20,FALSE,FALSE,LB,2000,2000,A
Dave Atkins,AtkiDa00,FALSE,FALSE,RB,1973,1975,A
Doug Atkins,AtkiDo00,FALSE,TRUE,DE,1953,1969,A
Gene Atkins,AtkiGe20,FALSE,FALSE,DB,1987,1996,A
Geno Atkins,AtkiGe99,TRUE,FALSE,DT,2010,2017,A
George Atkins,AtkiGe21,FALSE,FALSE,G,1955,1955,A
James Atkins,AtkiJa20,FALSE,FALSE,T,1994,2000,A
James Atkins,AtkiJa21,FALSE,FALSE,DT,2003,2004,A
Kelvin Atkins,AtkiKe20,FALSE,FALSE,LB,1983,1983,A
Larry Atkins,AtkiLa20,FALSE,FALSE,LB,1999,2003,A
Pervis Atkins,AtkiPe00,FALSE,FALSE,FL-HB-WR,1961,1966,A
Steve Atkins,AtkiSt00,FALSE,FALSE,RB,1979,1981,A
Al Atkinson,AtkiAl00,FALSE,FALSE,LB,1965,1974,A
Frank Atkinson,AtkiFr20,FALSE,FALSE,DT,1963,1964,A
George Atkinson,AtkiBu00,FALSE,FALSE,DB,1968,1979,A
George Atkinson,AtkiGe01,TRUE,FALSE,RB,2014,2016,A
Jess Atkinson,atkinjes01,FALSE,FALSE,K,1985,1988,A
Ricky Atkinson,AtkiRi20,FALSE,FALSE,DB,1987,1987,A
O.J. Atogwe,AtogO.20,FALSE,FALSE,DB,2005,2011,A
Reggie Attache,AttaRe20,FALSE,FALSE,WB-FB,1922,1922,A
Jeremiah Attaochu,AttaJe00,TRUE,FALSE,OLB,2014,2017,A
Alex Atty,AttyAl20,FALSE,FALSE,G,1939,1939,A
Steve Atwater,AtwaSt00,FALSE,FALSE,DB,1989,1999,A
John Atwood,AtwoJo20,FALSE,FALSE,HB-WB-DB,1948,1948,A
Josh Aubrey,AubrJo00,FALSE,FALSE,DB,2013,2015,A
Antony Auclair,AuclAn00,TRUE,FALSE,TE,2017,2017,A
Earl Audet,AudeEa20,FALSE,FALSE,T,1945,1948,A
Dan Audick,AudiDa20,FALSE,FALSE,T-G,1977,1984,A
Howie Auer,AuerHo20,FALSE,FALSE,T,1933,1933,A
Jim Auer,AuerJi20,FALSE,FALSE,DE,1987,1987,A
Joe Auer,AuerJo00,FALSE,FALSE,RB,1964,1968,A
Scott Auer,AuerSc20,FALSE,FALSE,G-T,1984,1985,A
Todd Auer,AuerTo20,FALSE,FALSE,LB,1987,1987,A
Dowe Aughtman,AughDo20,FALSE,FALSE,DT,1984,1984,A
Sky August,AuguSk20,FALSE,FALSE,TB-WB,1931,1931,A
Steve August,20-Aug,FALSE,FALSE,T,1977,1984,A
Gene Augusterfer,AuguGe20,FALSE,FALSE,BB-DB,1935,1935,A
Mike Augustyniak,AuguMi00,FALSE,FALSE,RB,1981,1983,A
Chalmer Ault,AultCh20,FALSE,FALSE,T,1924,1925,A
David Aupiu,AupiDa20,FALSE,FALSE,LB,1987,1987,A
David Ausberry,AusbDa00,FALSE,FALSE,WR,2011,2014,A
Bill Austin,AustBi00,FALSE,FALSE,G-T,1949,1957,A
Billy Austin,AustBi20,FALSE,FALSE,DB,1998,2000,A
Cliff Austin,AustCl00,FALSE,FALSE,RB,1983,1987,A
Darrell Austin,AustDa20,FALSE,FALSE,G-C-T,1975,1980,A
Eric Austin,AustEr20,FALSE,FALSE,DB,1996,1996,A
Hise Austin,AustHi20,FALSE,FALSE,DB,1973,1975,A
Jim Austin,AustJi20,FALSE,FALSE,E,1937,1939,A
Kent Austin,AustKe20,FALSE,FALSE,QB,1986,1986,A
Marvin Austin,AustMa00,FALSE,FALSE,DL,2012,2014,A
Miles Austin,AustMi00,FALSE,FALSE,WR,2006,2015,A
Ocie Austin,AustOc20,FALSE,FALSE,DB,1968,1971,A
